10,107b6afa
3484a0c,8046007b
3484a10,3c128041
3484a14,2645abf8
3484a18,c101d96
3484a1c,2202025
3484a20,2402000c
3484a24,afa20018
3484a28,afa20014
3484a2c,2402004d
3484a30,afa20010
3484a34,24070111
3484a38,3025
3484a3c,2645abf8
3484a40,c101dfe
3484a44,2202025
3484a48,8e0202b0
3484a4c,24430008
3484a50,ae0302b0
3484a54,3c03e700
3484a58,ac430000
3484a5c,ac400004
3484a60,8fbf0034
3484a64,8fb40030
3484a68,8fb3002c
3484a6c,8fb20028
3484a70,8fb10024
3484a74,8fb00020
3484a78,3e00008
3484a7c,27bd0038
3484a80,261102a8
3484a84,8e0202b0
3484a88,24430008
3484a8c,ae0302b0
3484a90,3c03fa00
3484a94,ac430000
3484a98,2403ffff
3484a9c,ac430004
3484aa0,3025
3484aa4,3c128041
3484aa8,2645abc8
3484aac,c101d96
3484ab0,2202025
3484ab4,24020010
3484ab8,afa20018
3484abc,afa20014
3484ac0,24020040
3484ac4,afa20010
3484ac8,2407010f
3484acc,3025
3484ad0,2645abc8
3484ad4,c101dfe
3484ad8,2202025
3484adc,241200ff
3484ae0,1000fed9
3484ae4,2413ffff
3484ae8,3e00008
3484af0,3c028040
3484af4,8c420cd4
3484af8,104002a0
3484afc,3c02801c
3484b00,27bdff90
3484b04,afbf006c
3484b08,afbe0068
3484b0c,afb70064
3484b10,afb60060
3484b14,afb5005c
3484b18,afb40058
3484b1c,afb30054
3484b20,afb20050
3484b24,afb1004c
3484b28,afb00048
3484b2c,344284a0
3484b30,3c030001
3484b34,431021
3484b38,94430934
3484b3c,24020006
3484b40,14620282
3484b44,808025
3484b48,3c02801c
3484b4c,344284a0
3484b50,3c030001
3484b54,431021
3484b58,94420948
3484b5c,1440027b
3484b60,3c02801c
3484b64,344284a0
3484b68,431021
3484b6c,94420944
3484b70,14400276
3484b74,3c02801c
3484b78,344284a0
3484b7c,84420014
3484b80,4430273
3484b84,8fbf006c
3484b88,8c820004
3484b8c,24430008
3484b90,ac830008
3484b94,3c03de00
3484b98,ac430000
3484b9c,3c038041
3484ba0,2463ac28
3484ba4,ac430004
3484ba8,3c028011
3484bac,3442a5d0
3484bb0,94430f2e
3484bb4,3c028040
3484bb8,8c420ce0
3484bbc,10400012
3484bc0,3025
3484bc4,3c028040
3484bc8,8c420ce8
3484bcc,10400010
3484bd0,24060001
3484bd4,30620001
3484bd8,54400006
3484bdc,30630002
3484be0,3c028040
3484be4,8c420ce8
3484be8,1040000c
3484bec,3025
3484bf0,30630002
3484bf4,24020001
3484bf8,1460000a
3484bfc,afa2003c
3484c00,10000008
3484c04,afa0003c
3484c08,10000006
3484c0c,afa0003c
3484c10,24020001
3484c14,10000003
3484c18,afa2003c
3484c1c,24020001
3484c20,afa2003c
3484c24,3c028040
3484c28,8c550cd8
3484c2c,12a00007
3484c30,2a01825
3484c34,3c028041
3484c38,9442abdc
3484c3c,21840
3484c40,621821
3484c44,31840
3484c48,24630001
3484c4c,3c028041
3484c50,9442abdc
3484c54,210c0
3484c58,24420068
3484c5c,431021
3484c60,24030140
3484c64,621823
3484c68,38fc2
3484c6c,2238821
3484c70,118843
3484c74,26230001
3484c78,afa30038
3484c7c,8e030008
3484c80,24640008
3484c84,ae040008
3484c88,3c04fcff
3484c8c,3484ffff
3484c90,ac640000
3484c94,3c04fffd
3484c98,3484f6fb
3484c9c,ac640004
3484ca0,8e030008
3484ca4,24640008
3484ca8,ae040008
3484cac,3c04fa00
3484cb0,ac640000
3484cb4,240400d0
3484cb8,ac640004
3484cbc,511021
3484cc0,21380
3484cc4,3c0300ff
3484cc8,3463f000
3484ccc,431024
3484cd0,3c04e400
3484cd4,2484039c
3484cd8,441025
3484cdc,afa20020
3484ce0,111380
3484ce4,431024
3484ce8,34420024
3484cec,afa20024
3484cf0,3c02e100
3484cf4,afa20028
3484cf8,afa0002c
3484cfc,3c02f100
3484d00,afa20030
3484d04,3c020400
3484d08,24420400
3484d0c,afa20034
3484d10,27a20020
3484d14,27a70038
3484d18,8e030008
3484d1c,24640008
3484d20,ae040008
3484d24,8c450004
3484d28,8c440000
3484d2c,ac650004
3484d30,24420008
3484d34,14e2fff8
3484d38,ac640000
3484d3c,8e020008
3484d40,24430008
3484d44,ae030008
3484d48,3c03e700
3484d4c,ac430000
3484d50,ac400004
3484d54,8e020008
3484d58,24430008
3484d5c,ae030008
3484d60,3c03fc11
3484d64,34639623
3484d68,ac430000
3484d6c,3c03ff2f
3484d70,3463ffff
3484d74,10c0004c
3484d78,ac430004
3484d7c,3c058041
3484d80,24a5ac08
3484d84,94a70008
3484d88,3025
3484d8c,c101d96
3484d90,2002025
3484d94,3c028041
3484d98,8c42bd00
3484d9c,18400042
3484da0,3c028041
3484da4,3c128041
3484da8,2652aa28
3484dac,2414000a
3484db0,9825
3484db4,3c1e8040
3484db8,3c168040
3484dbc,26d60cec
3484dc0,2442aa14
3484dc4,afa20040
3484dc8,3c028041
3484dcc,2442ac08
3484dd0,afa20044
3484dd4,3c178041
3484dd8,8fc20ce4
3484ddc,5040000b
3484de0,92420000
3484de4,92430000
3484de8,3c028011
3484dec,3442a5d0
3484df0,431021
3484df4,904200a8
3484df8,21042
3484dfc,30420001
3484e00,50400024
3484e04,26730001
3484e08,92420000
3484e0c,561021
3484e10,80460000
3484e14,28c20003
3484e18,5440001e
3484e1c,26730001
3484e20,24c6fffd
3484e24,61840
3484e28,661821
3484e2c,8fa20040
3484e30,621821
3484e34,90620000
3484e38,21600
3484e3c,90640002
3484e40,42200
3484e44,441025
3484e48,90630001
3484e4c,31c00
3484e50,431025
3484e54,344200ff
3484e58,8e030008
3484e5c,24640008
3484e60,ae040008
3484e64,3c04fa00
3484e68,ac640000
3484e6c,ac620004
3484e70,24020010
3484e74,afa20018
3484e78,afa20014
3484e7c,afb40010
3484e80,8fa70038
3484e84,8fa50044
3484e88,c101dfe
3484e8c,2002025
3484e90,26730001
3484e94,2652000d
3484e98,8ee2bd00
3484e9c,262102a
3484ea0,1440ffcd
3484ea4,26940011
3484ea8,8e020008
3484eac,24430008
3484eb0,ae030008
3484eb4,3c03fa00
3484eb8,ac430000
3484ebc,2403ffff
3484ec0,ac430004
3484ec4,8fa2003c
3484ec8,10400037
3484ecc,3c028041
3484ed0,3c058041
3484ed4,24a5ac18
3484ed8,94a70008
3484edc,3025
3484ee0,c101d96
3484ee4,2002025
3484ee8,3c028041
3484eec,8c42bd00
3484ef0,18400194
3484ef4,9825
3484ef8,3c128041
3484efc,2652aa28
3484f00,2414000a
3484f04,3c1e8040
3484f08,3c168040
3484f0c,26d60cec
3484f10,3c028041
3484f14,2442ac18
3484f18,afa20040
3484f1c,3c028011
3484f20,3442a5d0
3484f24,afa2003c
3484f28,3c178041
3484f2c,8fc20ce4
3484f30,10400009
3484f34,92420000
3484f38,8fa3003c
3484f3c,621021
3484f40,904200a8
3484f44,21042
3484f48,30420001
3484f4c,50400010
3484f50,26730001
3484f54,92420000
3484f58,561021
3484f5c,80460000
3484f60,2cc20003
3484f64,5040000a
3484f68,26730001
3484f6c,24020010
3484f70,afa20018
3484f74,afa20014
3484f78,afb40010
3484f7c,8fa70038
3484f80,8fa50040
3484f84,c101dfe
3484f88,2002025
3484f8c,26730001
3484f90,2652000d
3484f94,8ee2bd00
3484f98,262102a
3484f9c,1440ffe3
3484fa0,26940011
3484fa4,3c028041
3484fa8,8c42bd00
3484fac,18400010
3484fb0,26310012
3484fb4,3c128041
3484fb8,2652aa2b
3484fbc,2414000b
3484fc0,9825
3484fc4,3c168041
3484fc8,2803025
3484fcc,2202825
3484fd0,c10274a
3484fd4,2402025
3484fd8,26730001
3484fdc,2652000d
3484fe0,8ec2bd00
3484fe4,262102a
3484fe8,1440fff7
3484fec,26940011
3484ff0,3c028041
3484ff4,9453abdc
3484ff8,1398c0
3484ffc,26730001
3485000,2719821
3485004,24070001
3485008,24060011
348500c,3c058041
3485010,24a5abe8
3485014,c101d96
3485018,2002025
348501c,3c028041
3485020,8c42bd00
3485024,18400024
3485028,241e3000
348502c,3c118041
3485030,2631aa28
3485034,2414000b
3485038,9025
348503c,3c178011
3485040,36f7a5d0
3485044,3c168041
3485048,82220001
348504c,4430015
3485050,26520001
3485054,92220000
3485058,2e21021
348505c,904200bc
3485060,21e00
3485064,31e03
3485068,2863000a
348506c,50600001
3485070,24020009
3485074,21e00
3485078,31e03
348507c,4620001
3485080,1025
3485084,a7be0020
3485088,24420030
348508c,a3a20020
3485090,2803025
3485094,2602825
3485098,c10274a
348509c,27a40020
34850a0,26520001
34850a4,2631000d
34850a8,8ec2bd00
34850ac,242102a
34850b0,1440ffe5
34850b4,26940011
34850b8,267e0011
34850bc,24070001
34850c0,2406000e
34850c4,3c058041
34850c8,24a5abe8
34850cc,c101d96
34850d0,2002025
34850d4,3c028041
34850d8,8c42bd00
34850dc,18400027
34850e0,3c028041
34850e4,3c118041
34850e8,2631aa28
34850ec,2414000a
34850f0,9025
34850f4,3c178011
34850f8,36f7a5d0
34850fc,2442abe8
3485100,afa20038
3485104,3c168041
3485108,92230000
348510c,2404000d
3485110,14640002
3485114,2201025
3485118,2403000a
348511c,90420001
3485120,30420040
3485124,50400010
3485128,26520001
348512c,2e31821
3485130,906200a8
3485134,30420001
3485138,5040000b
348513c,26520001
3485140,24020010
3485144,afa20018
3485148,afa20014
348514c,afb40010
3485150,3c03825
3485154,3025
3485158,8fa50038
348515c,c101dfe
3485160,2002025
3485164,26520001
3485168,2631000d
348516c,8ec2bd00
3485170,242102a
3485174,1440ffe4
3485178,26940011
348517c,24070001
3485180,2406000a
3485184,3c058041
3485188,24a5abe8
348518c,c101d96
3485190,2002025
3485194,3c028041
3485198,8c42bd00
348519c,18400022
34851a0,3c028041
34851a4,3c118041
34851a8,2631aa29
34851ac,2414000a
34851b0,9025
34851b4,3c178011
34851b8,36f7a5d0
34851bc,2442abe8
34851c0,afa20038
34851c4,3c168041
34851c8,92220000
34851cc,30420020
34851d0,50400010
34851d4,26520001
34851d8,8ee200a4
34851dc,3c030040
34851e0,431024
34851e4,5040000b
34851e8,26520001
34851ec,24020010
34851f0,afa20018
34851f4,afa20014
34851f8,afb40010
34851fc,3c03825
3485200,3025
3485204,8fa50038
3485208,c101dfe
348520c,2002025
3485210,26520001
3485214,2631000d
3485218,8ec2bd00
348521c,242102a
3485220,1440ffe9
3485224,26940011
3485228,267e0022
348522c,24070001
3485230,24060010
3485234,3c058041
3485238,24a5abe8
348523c,c101d96
3485240,2002025
3485244,3c028041
3485248,8c42bd00
348524c,18400024
3485250,3c028041
3485254,3c118041
3485258,2631aa28
348525c,2414000a
3485260,9025
3485264,3c178011
3485268,36f7a5d0
348526c,2442abe8
3485270,afa20038
3485274,3c168041
3485278,92220001
348527c,30420010
3485280,50400012
3485284,26520001
3485288,92220000
348528c,2e21021
3485290,904200a8
3485294,21082
3485298,30420001
348529c,5040000b
34852a0,26520001
34852a4,24020010
34852a8,afa20018
34852ac,afa20014
34852b0,afb40010
34852b4,3c03825
34852b8,3025
34852bc,8fa50038
34852c0,c101dfe
34852c4,2002025
34852c8,26520001
34852cc,2631000d
34852d0,8ec2bd00
34852d4,242102a
34852d8,1440ffe7
34852dc,26940011
34852e0,267e0033
34852e4,24070001
34852e8,2406000f
34852ec,3c058041
34852f0,24a5abe8
34852f4,c101d96
34852f8,2002025
34852fc,3c028041
3485300,8c42bd00
3485304,18400024
3485308,3c118041
348530c,2631aa28
3485310,2414000a
3485314,9025
3485318,3c178011
348531c,36f7a5d0
3485320,3c028041
3485324,2442abe8
3485328,afa20038
348532c,3c168041
3485330,92220001
3485334,30420010
3485338,50400012
348533c,26520001
3485340,92220000
3485344,2e21021
3485348,904200a8
348534c,21042
3485350,30420001
3485354,5040000b
3485358,26520001
348535c,24020010
3485360,afa20018
3485364,afa20014
3485368,afb40010
348536c,3c03825
3485370,3025
3485374,8fa50038
3485378,c101dfe
348537c,2002025
3485380,26520001
3485384,2631000d
3485388,8ec2bd00
348538c,242102a
3485390,1440ffe7
3485394,26940011
3485398,26620044
348539c,afa20038
34853a0,24070001
34853a4,2406000b
34853a8,3c058041
34853ac,24a5abe8
34853b0,c101d96
34853b4,2002025
34853b8,3c028041
34853bc,8c42bd00
34853c0,18400051
34853c4,3c148041
34853c8,2694aa28
34853cc,2808825
34853d0,2416000a
34853d4,9025
34853d8,3c1e8011
34853dc,37dea5d0
34853e0,3c028041
34853e4,2442abe8
34853e8,afa2003c
34853ec,3c178041
34853f0,92230002
34853f4,50600011
34853f8,26520001
34853fc,92220000
3485400,38420003
3485404,3c21021
3485408,90420e9c
348540c,5443000b
3485410,26520001
3485414,24020010
3485418,afa20018
348541c,afa20014
3485420,afb60010
3485424,8fa70038
3485428,3025
348542c,8fa5003c
3485430,c101dfe
3485434,2002025
3485438,26520001
348543c,8ee2bd00
3485440,2631000d
3485444,242182a
3485448,1460ffe9
348544c,26d60011
3485450,12a0002d
3485458,1840002b
348545c,26730055
3485460,2412000b
3485464,8825
3485468,3c1e8040
348546c,3c168040
3485470,26d60cfa
3485474,3c158041
3485478,26b5a99c
348547c,3c028041
3485480,2442a9a0
3485484,afa20038
3485488,3c178041
348548c,8fc20cdc
3485490,5040000f
3485494,92820000
3485498,92820001
348549c,30420010
34854a0,5040000b
34854a4,92820000
34854a8,92830000
34854ac,3c028011
34854b0,3442a5d0
34854b4,431021
34854b8,904200a8
34854bc,21082
34854c0,30420001
34854c4,5040000b
34854c8,26310001
34854cc,92820000
34854d0,561021
34854d4,90420000
34854d8,14400002
34854dc,2a02025
34854e0,8fa40038
34854e4,2403025
34854e8,c10274a
34854ec,2602825
34854f0,26310001
34854f4,2694000d
34854f8,8ee2bd00
34854fc,222102a
3485500,1440ffe2
3485504,26520011
3485508,c102774
348550c,2002025
3485510,8e020008
3485514,24430008
3485518,ae030008
348551c,3c03e900
3485520,ac430000
3485524,ac400004
3485528,8e020008
348552c,24430008
3485530,ae030008
3485534,3c03df00
3485538,ac430000
348553c,10000003
3485540,ac400004
3485544,1000feaa
3485548,26310012
348554c,8fbf006c
3485550,8fbe0068
3485554,8fb70064
3485558,8fb60060
348555c,8fb5005c
3485560,8fb40058
3485564,8fb30054
3485568,8fb20050
348556c,8fb1004c
3485570,8fb00048
3485574,3e00008
3485578,27bd0070
348557c,3e00008
3485584,44860000
3485588,44801000
3485590,46020032
3485598,45030011
348559c,46007006
34855a0,460e603c
34855a8,45000007
34855ac,460c0000
34855b0,4600703c
34855b8,45000009
34855c0,3e00008
34855c4,46007006
34855c8,460e003c
34855d0,45000003
34855d8,3e00008
34855dc,46007006
34855e0,3e00008
34855e8,3c02801c
34855ec,344284a0
34855f0,c44000d4
34855f4,3c028041
34855f8,3e00008
34855fc,e440bd08
3485600,27bdffe8
3485604,afbf0014
3485608,3c028041
348560c,9042aae0
3485610,5040001b
3485614,3c028041
3485618,3c038011
348561c,3463a5d0
3485620,8c630070
3485624,31f02
3485628,1062000d
348562c,21300
3485630,3c048011
3485634,3484a5d0
3485638,94830070
348563c,30630fff
3485640,621025
3485644,a4820070
3485648,3c04801d
348564c,3485aa30
3485650,3c028007
3485654,34429764
3485658,40f809
348565c,248484a0
3485660,3c028041
3485664,9043aae0
3485668,24020001
348566c,14620004
3485670,3c028041
3485674,3c028041
3485678,a040aae0
348567c,3c028041
3485680,c44eaad8
3485684,44800000
348568c,46007032
3485694,45010010
3485698,3c02801c
348569c,344284a0
34856a0,c44000d4
34856a4,46007032
34856ac,45010019
34856b0,3c02801c
34856b4,3c028041
34856b8,8c46a9a8
34856bc,3c028041
34856c0,c101561
34856c4,c44cbd04
34856c8,3c02801c
34856cc,344284a0
34856d0,1000000f
34856d4,e44000d4
34856d8,344284a0
34856dc,c44c00d4
34856e0,3c028041
34856e4,c44ebd08
34856e8,460e6032
34856f0,45010008
34856f4,3c02801c
34856f8,3c028041
34856fc,c101561
3485700,8c46a9ac
3485704,3c02801c
3485708,344284a0
348570c,e44000d4
3485710,3c02801c
3485714,344284a0
3485718,c44000d4
348571c,3c028041
3485720,e440bd04
3485724,3c028041
3485728,9042aae1
348572c,24030001
3485730,1443000f
3485734,24030002
3485738,3c02801c
348573c,344284a0
3485740,94420322
3485744,3c038041
3485748,2463a794
348574c,431021
3485750,90420000
3485754,10400018
3485758,3c028041
348575c,3c02801c
3485760,344284a0
3485764,24030035
3485768,10000012
348576c,a4430322
3485770,14430011
3485774,3c028041
3485778,3c02801c
348577c,344284a0
3485780,94420322
3485784,3c038041
3485788,2463a794
348578c,431021
3485790,90420000
3485794,10400006
3485798,3c028041
348579c,3c02801c
34857a0,344284a0
34857a4,2403001f
34857a8,a4430322
34857ac,3c028041
34857b0,a040aae1
34857b4,3c028041
34857b8,2442aad4
34857bc,c4400008
34857c0,3c038040
34857c4,e4602748
34857c8,9044000e
34857cc,3c038040
34857d0,a0642c99
34857d4,9042000f
34857d8,50400006
34857dc,3c028041
34857e0,2442ffff
34857e4,3c038041
34857e8,c101fb6
34857ec,a062aae3
34857f0,3c028041
34857f4,9042aae4
34857f8,1040000b
34857fc,3c028041
3485800,3c02801c
3485804,344284a0
3485808,94430014
348580c,2404dfff
3485810,641824
3485814,a4430014
3485818,94430020
348581c,641824
3485820,a4430020
3485824,3c028041
3485828,9042aae5
348582c,10400016
3485830,8fbf0014
3485834,3c02801c
3485838,344284a0
348583c,90430016
3485840,31823
3485844,a0430016
3485848,90430017
348584c,31823
3485850,a0430017
3485854,90430022
3485858,31823
348585c,a0430022
3485860,90430023
3485864,31823
3485868,a0430023
348586c,90430028
3485870,31823
3485874,a0430028
3485878,90430029
348587c,31823
3485880,a0430029
3485884,8fbf0014
3485888,3e00008
348588c,27bd0018
3485890,850018
3485894,1812
3485898,24620001
348589c,3042ffff
34858a0,31a02
34858a4,431021
34858a8,21203
34858ac,3e00008
34858b0,304200ff
34858b4,2402ffff
34858b8,a0820002
34858bc,a0820001
34858c0,4a00031
34858c4,a0820000
34858c8,a01825
34858cc,28a503e8
34858d0,50a00001
34858d4,240303e7
34858d8,31c00
34858dc,31c03
34858e0,3c026666
34858e4,24426667
34858e8,620018
34858ec,1010
34858f0,21083
34858f4,32fc3
34858f8,451023
34858fc,22880
3485900,a22821
3485904,52840
3485908,651823
348590c,21400
3485910,21403
3485914,1040001c
3485918,a0830002
348591c,3c036666
3485920,24636667
3485924,430018
3485928,1810
348592c,31883
3485930,22fc3
3485934,651823
3485938,32880
348593c,a32821
3485940,52840
3485944,451023
3485948,a0820001
348594c,31400
3485950,21403
3485954,1040000c
3485958,3c036666
348595c,24636667
3485960,430018
3485964,1810
3485968,31883
348596c,22fc3
3485970,651823
3485974,32880
3485978,a31821
348597c,31840
3485980,431023
3485984,a0820000
3485988,3e00008
3485990,27bdffd0
3485994,afbf002c
3485998,afb20028
348599c,afb10024
34859a0,afb00020
34859a4,808025
34859a8,a08825
34859ac,afa7003c
34859b0,8fb20040
34859b4,c101d96
34859b8,24070001
34859bc,93a7003c
34859c0,afb20018
34859c4,afb20014
34859c8,83a2003d
34859cc,2442005c
34859d0,afa20010
34859d4,24e70037
34859d8,3025
34859dc,2202825
34859e0,c101dfe
34859e4,2002025
34859e8,8fbf002c
34859ec,8fb20028
34859f0,8fb10024
34859f4,8fb00020
34859f8,3e00008
34859fc,27bd0030
3485a00,27bdffe0
3485a04,afbf001c
3485a08,afb20018
3485a0c,afb10014
3485a10,afb00010
3485a14,808025
3485a18,24850074
3485a1c,24070001
3485a20,4825
3485a24,3c028041
3485a28,2442a858
3485a2c,2408ffe0
3485a30,3c048041
3485a34,2484a8a0
3485a38,90430000
3485a3c,1031824
3485a40,14600005
3485a44,80a60000
3485a48,90430001
3485a4c,30c600ff
3485a50,50660001
3485a54,1274825
3485a58,24420004
3485a5c,73840
3485a60,1444fff5
3485a64,24a50001
3485a68,3c028041
3485a6c,ac49be08
3485a70,8e1100a4
3485a74,2442be08
3485a78,3223003f
3485a7c,a0430004
3485a80,9602009c
3485a84,8203003e
3485a88,10600002
3485a8c,3042fffb
3485a90,34420004
3485a94,3c038041
3485a98,a462be0e
3485a9c,112c02
3485aa0,30a5007c
3485aa4,26030086
3485aa8,2606008a
3485aac,2407001b
3485ab0,90640000
3485ab4,2482ffec
3485ab8,304200ff
3485abc,2c42000d
3485ac0,50400004
3485ac4,24630001
3485ac8,54870001
3485acc,34a50001
3485ad0,24630001
3485ad4,5466fff7
3485ad8,90640000
3485adc,3c028041
3485ae0,a045be0d
3485ae4,9203007b
3485ae8,2462fff9
3485aec,304200ff
3485af0,2c420002
3485af4,14400003
3485af8,2025
3485afc,10000002
3485b00,24030007
3485b04,24040001
3485b08,3c028041
3485b0c,2442be08
3485b10,a0440008
3485b14,a0430009
3485b18,9203007d
3485b1c,2462fff6
3485b20,304200ff
3485b24,2c420002
3485b28,14400003
3485b2c,2025
3485b30,10000002
3485b34,2403000a
3485b38,24040001
3485b3c,3c028041
3485b40,2442be08
3485b44,a044000a
3485b48,a043000b
3485b4c,86020ef6
3485b50,440001d
3485b54,2403002b
3485b58,96020ef4
3485b5c,210c2
3485b60,3042008f
3485b64,2c430010
3485b68,10600019
3485b6c,2403002b
3485b70,50400007
3485b74,9203008b
3485b78,3c038041
3485b7c,2463a7d8
3485b80,431021
3485b84,90430000
3485b88,10000014
3485b8c,24040001
3485b90,2462ffdf
3485b94,304200ff
3485b98,2c420003
3485b9c,5040000e
3485ba0,2403002b
3485ba4,24020023
3485ba8,1462000c
3485bac,24040001
3485bb0,96020ede
3485bb4,30420200
3485bb8,50400001
3485bbc,24030022
3485bc0,10000006
3485bc4,24040001
3485bc8,10000004
3485bcc,24040001
3485bd0,10000002
3485bd4,24040001
3485bd8,2025
3485bdc,3c028041
3485be0,2442be08
3485be4,a043000d
3485be8,a044000c
3485bec,3c028040
3485bf0,90420ccc
3485bf4,14400008
3485bf8,8204008a
3485bfc,24020030
3485c00,10820071
3485c04,2482ffcb
3485c08,304200ff
3485c0c,2c420002
3485c10,14400007
3485c14,24030034
3485c18,308300ff
3485c1c,2462ffd3
3485c20,304200ff
3485c24,2c42000b
3485c28,50400003
3485c2c,24030037
3485c30,10000002
3485c34,24040001
3485c38,2025
3485c3c,3c028041
3485c40,2442be08
3485c44,a043000f
3485c48,a044000e
3485c4c,9202003c
3485c50,10400005
3485c54,3c028041
3485c58,24030013
3485c5c,a043be19
3485c60,10000004
3485c64,24030001
3485c68,24030012
3485c6c,a043be19
3485c70,9203003a
3485c74,3c028041
3485c78,a043be18
3485c7c,8e0200a0
3485c80,21182
3485c84,30420007
3485c88,10400009
3485c8c,2025
3485c90,401825
3485c94,2c420004
3485c98,50400001
3485c9c,24030003
3485ca0,2463004f
3485ca4,306300ff
3485ca8,10000002
3485cac,24040001
3485cb0,24030050
3485cb4,3c028041
3485cb8,2442be08
3485cbc,a0440012
3485cc0,a0430013
3485cc4,8e0200a0
3485cc8,21242
3485ccc,30420007
3485cd0,50400009
3485cd4,2025
3485cd8,401825
3485cdc,2c420003
3485ce0,50400001
3485ce4,24030002
3485ce8,24630052
3485cec,306300ff
3485cf0,10000002
3485cf4,24040001
3485cf8,24030053
3485cfc,3c028041
3485d00,2442be08
3485d04,a0440014
3485d08,a0430015
3485d0c,8e0300a0
3485d10,31b02
3485d14,30630003
3485d18,a0430016
3485d1c,86050034
3485d20,3c048041
3485d24,c10162d
3485d28,2484be23
3485d2c,3c020080
3485d30,2221024
3485d34,10400002
3485d38,2825
3485d3c,860500d0
3485d40,3c048041
3485d44,c10162d
3485d48,2484be26
3485d4c,860508c6
3485d50,58a00001
3485d54,2405ffff
3485d58,3c048041
3485d5c,c10162d
3485d60,2484be29
3485d64,3c128041
3485d68,2652be08
3485d6c,9202003d
3485d70,a2420017
3485d74,8602002e
3485d78,22fc3
3485d7c,30a5000f
3485d80,a22821
3485d84,52903
3485d88,3c048041
3485d8c,c10162d
3485d90,2484be20
3485d94,86050022
3485d98,3c048041
3485d9c,c10162d
3485da0,2484be2c
3485da4,118982
3485da8,32310fff
3485dac,a6510028
3485db0,8fbf001c
3485db4,8fb20018
3485db8,8fb10014
3485dbc,8fb00010
3485dc0,3e00008
3485dc4,27bd0020
3485dc8,1000ff99
3485dcc,2403002f
3485dd0,27bdff88
3485dd4,afbf0074
3485dd8,afbe0070
3485ddc,afb7006c
3485de0,afb60068
3485de4,afb50064
3485de8,afb40060
3485dec,afb3005c
3485df0,afb20058
3485df4,afb10054
3485df8,afb00050
3485dfc,3c020002
3485e00,a21021
3485e04,9443ca42
3485e08,24020008
3485e0c,14620021
3485e10,808825
3485e14,3c020002
3485e18,a21021
3485e1c,9442ca36
3485e20,14400006
3485e24,3c020002
3485e28,a21021
3485e2c,9444ca2e
3485e30,24020002
3485e34,10820009
3485e38,3c020002
3485e3c,a21021
3485e40,9442ca30
3485e44,24040005
3485e48,50440005
3485e4c,3c020002
3485e50,24040016
3485e54,14440010
3485e58,3c020002
3485e5c,3c020002
3485e60,a21021
3485e64,9443ca38
3485e68,31080
3485e6c,431021
3485e70,21980
3485e74,431021
3485e78,21100
3485e7c,24420020
3485e80,8ca401d8
3485e84,c101680
3485e88,822021
3485e8c,10000220
3485e90,8fbf0074
3485e94,3c020002
3485e98,a21021
3485e9c,9042ca37
3485ea0,1440001d
3485ea4,2c44009a
3485ea8,3c020002
3485eac,a22821
3485eb0,90a2ca31
3485eb4,34420080
3485eb8,2c44009a
3485ebc,10800214
3485ec0,8fbf0074
3485ec4,2c440086
3485ec8,14800211
3485ecc,2442007a
3485ed0,24040001
3485ed4,441004
3485ed8,3c040008
3485edc,24840014
3485ee0,442024
3485ee4,1480003b
3485ee8,3c040002
3485eec,24840081
3485ef0,442024
3485ef4,54800030
3485ef8,24020008
3485efc,3c030004
3485f00,24630002
3485f04,431024
3485f08,10400202
3485f0c,8fbe0070
3485f10,10000039
3485f14,241600c8
3485f18,108001fd
3485f1c,8fbf0074
3485f20,2c440086
3485f24,5080000e
3485f28,2442007a
3485f2c,24040004
3485f30,10440028
3485f34,2c440005
3485f38,5080001b
3485f3c,24030006
3485f40,24040002
3485f44,5044001c
3485f48,24020008
3485f4c,24030003
3485f50,1043002d
3485f54,241600c8
3485f58,100001ee
3485f5c,8fbe0070
3485f60,24040001
3485f64,441004
3485f68,3c040008
3485f6c,24840014
3485f70,442024
3485f74,14800017
3485f78,3c040002
3485f7c,24840081
3485f80,442024
3485f84,5480000c
3485f88,24020008
3485f8c,3c030004
3485f90,24630002
3485f94,431024
3485f98,104001dd
3485f9c,8fbf0074
3485fa0,10000017
3485fa4,241600c8
3485fa8,10430017
3485fac,241600c8
3485fb0,100001d7
3485fb4,8fbf0074
3485fb8,431023
3485fbc,21840
3485fc0,431821
3485fc4,318c0
3485fc8,431021
3485fcc,10000006
3485fd0,305600ff
3485fd4,31040
3485fd8,621021
3485fdc,210c0
3485fe0,621821
3485fe4,307600ff
3485fe8,12c001c9
3485fec,8fbf0074
3485ff0,10000006
3485ff4,8e220008
3485ff8,10000004
3485ffc,8e220008
3486000,10000002
3486004,8e220008
3486008,8e220008
348600c,24430008
3486010,ae230008
3486014,3c03e700
3486018,ac430000
348601c,ac400004
3486020,8e220008
3486024,24430008
3486028,ae230008
348602c,3c03fc11
3486030,34639623
3486034,ac430000
3486038,3c03ff2f
348603c,3463ffff
3486040,ac430004
3486044,2c02825
3486048,c101624
348604c,24040090
3486050,afa20048
3486054,afa20044
3486058,a025
348605c,24030040
3486060,3c028041
3486064,afa20030
3486068,3c028041
348606c,2442be08
3486070,afa2004c
3486074,3c178041
3486078,26f7a9d8
348607c,3c158041
3486080,26b5a958
3486084,8e240008
3486088,24820008
348608c,ae220008
3486090,3c02fa00
3486094,ac820000
3486098,31600
348609c,32c00
34860a0,451025
34860a4,8fa50044
